Song,Artist,Genre,Year,added,bpm,energy,dance,dB,liveliness,valence,duration,acousticness,speechiness,popularity
To a T,Ryan Hurd,contemporary country,2019,2020‑12‑19,120,64,69,-6,11,66,179,17,3,68
Catch,Brett Young,contemporary country,2018,2020‑12‑19,156,77,57,-6,8,60,196,2,4,68
Good Girl,Dustin Lynch,contemporary country,2020,2020‑12‑19,81,70,71,-5,17,69,190,16,9,68
God Whispered Your Name,Keith Urban,australian country,2020,2020‑12‑19,146,60,59,-7,15,50,232,31,5,68
This is Us,Jimmie Allen,contemporary country,2020,2020‑12‑19,145,88,55,-4,6,49,206,15,3,68
Lose It,Kane Brown,contemporary country,2019,2020‑12‑19,92,85,54,-5,25,44,179,0,3,68
Carry Out (Featuring Justin Timberlake),Timbaland,dance pop,2009,2020‑12‑31,116,57,53,-7,26,27,232,11,11,67
Locked Away (feat. Adam Levine),R. City,reggae fusion,2015,2020‑12‑19,122,68,51,-6,5,57,227,33,7,67
Bulletproof,La Roux,alternative dance,2009,2020‑12‑19,123,88,67,-3,7,68,206,0,5,67
Break Your Heart,Taio Cruz,dance pop,2010,2020‑12‑19,122,90,67,-5,7,63,186,0,3,67
Hot N Cold,Katy Perry,dance pop,2008,2020‑12‑19,132,84,71,-4,7,86,220,0,4,67
Young Forever,JAY-Z,east coast hip hop,2009,2020‑12‑19,140,69,64,-3,21,10,254,42,7,67
In the End,Linkin Park,alternative metal,2000,2020‑12‑19,105,84,56,-7,9,46,217,1,6,67
Teenage Dream,Katy Perry,dance pop,2010,2020‑12‑19,120,80,72,-5,13,59,228,2,4,67
Knock You Down,Keri Hilson,dance pop,2009,2020‑12‑19,155,88,59,-5,17,65,326,1,16,67
Collide,Howie Day,acoustic pop,2003,2020‑12‑19,94,63,64,-8,12,34,249,22,3,67
Good Girls Go Bad (feat. Leighton Meester),Cobra Starship,dance pop,2009,2020‑12‑19,120,87,59,-4,55,63,196,1,8,67
More Hearts Than Mine,Ingrid Andress,contemporary country,2019,2020‑12‑19,81,43,57,-7,11,40,214,11,3,67
Craving You,Thomas Rhett,contemporary country,2017,2020‑12‑19,105,84,61,-4,34,53,224,0,4,67
Just A Kiss,Lady A,contemporary country,2011,2020‑12‑19,143,64,59,-6,10,33,219,45,3,67
Remember You Young,Thomas Rhett,contemporary country,2019,2020‑12‑19,114,51,40,-6,11,30,180,36,3,67
On Me (feat. Ava Max) - From 'SCOOB!' The Album,Thomas Rhett,contemporary country,2020,2020‑12‑19,178,72,55,-4,22,59,165,1,5,67
Like I Loved You,Brett Young,contemporary country,2017,2020‑12‑19,76,57,58,-6,8,64,207,20,3,67
ONE BEER (feat. Lauren Alaina & Devin Dawson),HARDY,contemporary country,2020,2020‑12‑19,186,75,52,-8,28,83,173,56,8,67
Done,Chris Janson,contemporary country,2019,2020‑12‑19,105,84,56,-3,7,76,220,34,3,67
So Good,B.o.B,atl hip hop,2012,2020‑12‑19,86,90,66,-5,22,59,213,4,14,66
Summer Paradise (feat. Sean Paul) - Single Version,Simple Plan,canadian pop punk,2011,2020‑12‑19,172,82,42,-4,9,75,235,1,5,66
Meet Me Halfway,Black Eyed Peas,dance pop,2009,2020‑12‑19,130,63,80,-7,32,40,284,0,7,66
Leavin',Jesse McCartney,dance pop,2008,2020‑12‑19,79,71,69,-6,7,89,217,3,5,66
Love Drunk,Boys Like Girls,dance pop,2009,2020‑12‑19,150,98,44,-3,16,41,227,0,14,66
If We Ever Meet Again (Featuring Katy Perry),Timbaland,dance pop,2009,2020‑12‑19,126,61,65,-7,6,39,293,0,4,66
California Love - Original Version,2Pac,g funk,1998,2020‑12‑19,92,85,76,-3,37,76,285,3,4,66
Teardrops On My Guitar - Radio Single Remix,Taylor Swift,dance pop,2006,2020‑12‑19,100,42,62,-7,12,29,203,29,2,66
Lose Yourself,Eminem,detroit hip hop,2014,2020‑12‑19,171,74,69,-5,37,6,321,1,27,66
Make Me Want To,Jimmie Allen,contemporary country,2018,2020‑12‑19,180,87,52,-3,11,74,172,8,6,66
All On Me,Devin Dawson,contemporary country,2018,2020‑12‑19,81,67,63,-5,22,64,225,14,3,66
homecoming queen?,Kelsea Ballerini,contemporary country,2020,2020‑12‑19,114,51,46,-5,10,29,168,48,3,66
Break Up in the End,Cole Swindell,contemporary country,2018,2020‑12‑19,86,37,51,-8,27,26,200,48,3,66
Life Changes,Thomas Rhett,contemporary country,2017,2020‑12‑19,88,85,69,-4,5,81,190,10,6,66
Back To Life,Rascal Flatts,contemporary country,2018,2020‑12‑19,132,70,47,-5,8,28,214,19,3,66
Pocketful of Sunshine,Natasha Bedingfield,dance pop,2008,2020‑12‑19,110,88,72,-4,8,66,203,19,5,65
I Like It,Enrique Iglesias,dance pop,2010,2020‑12‑19,129,94,65,-3,7,70,232,2,8,65
Home,Michael Bublé,adult standards,2005,2020‑12‑19,128,37,61,-9,11,35,226,84,3,65
Mean,Taylor Swift,dance pop,2010,2020‑12‑19,164,76,57,-4,22,79,238,45,5,65
I Don't Want to Be,Gavin DeGraw,acoustic pop,2003,2020‑12‑19,155,86,42,-5,13,46,218,1,7,65
No Air (feat. Chris Brown),Jordin Sparks,dance pop,2007,2020‑12‑19,160,76,47,-5,6,33,264,5,20,65
Middle of a Memory,Cole Swindell,contemporary country,2016,2020‑12‑19,140,75,53,-4,10,30,226,10,3,65
What She Wants Tonight,Luke Bryan,contemporary country,2019,2020‑12‑19,170,90,48,-4,15,72,187,6,9,65
Sixteen,Thomas Rhett,contemporary country,2017,2020‑12‑19,107,53,71,-7,17,43,178,1,3,65
Her World or Mine,Michael Ray,contemporary country,2018,2020‑12‑19,144,50,57,-7,12,24,209,64,3,65
Southbound,Carrie Underwood,contemporary country,2018,2020‑12‑19,101,88,61,-4,8,72,203,0,4,65
Stay The Night - Featuring Hayley Williams Of Paramore,Zedd,complextro,2012,2020‑12‑19,128,74,60,-3,9,46,217,11,4,64
Stickwitu,The Pussycat Dolls,dance pop,2005,2020‑12‑19,80,54,66,-6,7,43,208,27,5,64
Titanium (feat. Sia),David Guetta,dance pop,2011,2020‑12‑19,126,79,60,-4,13,30,245,7,10,64
STARSTRUKK (feat. Katy Perry),3OH!3,dance pop,2009,2020‑12‑19,140,81,61,-6,23,23,203,0,6,64
Ass Back Home (feat. Neon Hitch),Gym Class Heroes,dance pop,2011,2020‑12‑19,130,84,72,-4,15,65,222,13,5,64
Mad,Ne-Yo,dance pop,2008,2020‑12‑19,130,65,73,-5,11,67,255,66,3,64
Beautiful,Akon,dance pop,2008,2020‑12‑19,130,95,74,-4,11,61,313,12,9,64
Hooked,Dylan Scott,contemporary country,2017,2020‑12‑19,132,72,60,-6,8,44,149,4,4,64
Don't Let Her,Walker Hayes,contemporary country,2019,2020‑12‑19,88,64,71,-5,8,71,194,10,4,64
Day Drunk,Morgan Evans,australian country,2018,2020‑12‑19,97,75,65,-5,7,76,195,2,4,64
This Is Love,will.i.am,dance pop,2013,2020‑12‑19,129,80,54,-3,14,28,279,0,4,63
Breakaway,Kelly Clarkson,dance pop,2004,2020‑12‑19,160,72,27,-4,11,39,237,4,3,63
It Will Rain,Bruno Mars,dance pop,2011,2020‑12‑19,150,82,57,-7,8,43,258,36,5,63
I'm Like A Bird,Nelly Furtado,canadian latin,2000,2020‑12‑19,90,61,62,-5,27,61,243,14,4,63
Domino,Jessie J,dance pop,2011,2020‑12‑19,127,55,76,-5,4,79,232,1,4,63
I'm a Flirt Remix (feat. T.I. & T-Pain),R. Kelly,atl hip hop,2014,2020‑12‑19,138,57,84,-5,6,90,331,7,10,63
Closer To You,Carly Pearce,contemporary country,2020,2020‑12‑19,112,69,66,-5,11,44,187,12,3,63
Thought This Through,Josh Kerr,contemporary country,2020,2020‑12‑19,100,69,79,-7,10,71,173,56,4,63
Babe,Sugarland,contemporary country,2018,2020‑12‑19,172,78,54,-3,14,66,215,2,21,63
Notice,Thomas Rhett,contemporary country,2019,2020‑12‑19,120,70,35,-6,8,26,223,0,4,63
Jet Lag (feat. Natasha Bedingfield),Simple Plan,canadian pop punk,2011,2020‑12‑19,145,96,54,-3,16,69,205,0,6,62
Whatcha Say,Jason Derulo,dance pop,2010,2020‑12‑19,144,71,62,-6,14,71,221,4,8,62
"Airplanes, Pt. II (feat. Eminem & Hayley Williams of Paramore)",B.o.B,atl hip hop,2010,2020‑12‑19,93,88,67,-5,7,39,319,0,21,62
Love You Too Late,Cole Swindell,contemporary country,2018,2020‑12‑19,114,80,54,-4,9,59,205,0,4,62
Won't Go Home Without You,Maroon 5,pop,2007,2020‑12‑19,110,62,74,-4,10,41,231,1,3,61
Stop And Stare,OneRepublic,dance pop,2007,2020‑12‑19,92,86,49,-4,8,25,224,7,3,61
Saturday Nights REMIX,Khalid,alternative r&b,2019,2020‑12‑19,168,41,57,-9,9,35,211,63,8,61
Where'd You Go (feat. Holly Brook & Jonah Matranga),Fort Minor,rap rock,2005,2020‑12‑19,180,82,68,-3,11,25,232,26,24,60
All Night,Icona Pop,candy pop,2013,2020‑12‑19,124,91,60,-3,83,64,187,0,4,60
Hey Ya!,Outkast,atl hip hop,2006,2020‑12‑19,80,95,71,-5,19,97,236,7,6,60
Love The Way You Lie (Part II) - Pt. 2,Rihanna,barbadian pop,2010,2020‑12‑19,166,84,49,-4,5,40,296,33,16,60
Keeping Score (feat. Kelly Clarkson),Dan + Shay,contemporary country,2018,2020‑12‑19,136,62,57,-4,14,34,220,23,3,60
Lost in the Middle of Nowhere (feat. Becky G),Kane Brown,contemporary country,2019,2020‑12‑19,86,75,56,-5,4,44,189,0,5,60
Untitled (How Could This Happen to Me?),Simple Plan,canadian pop punk,2004,2020‑12‑19,186,34,21,-9,9,14,240,88,3,59
Battlefield,Jordin Sparks,dance pop,2009,2020‑12‑19,145,63,61,-3,7,37,241,2,3,59
Pretty Girls (feat. Travie McCoy),Iyaz,dance pop,2011,2020‑12‑19,77,75,65,-5,30,66,224,4,5,59
Man Made,Granger Smith,contemporary country,2020,2020‑12‑19,76,80,58,-6,12,41,194,26,3,59
I Hate Love Songs,Kelsea Ballerini,contemporary country,2018,2020‑12‑19,180,45,39,-8,18,40,191,25,3,59
Alone Together,Dan + Shay,contemporary country,2018,2020‑12‑19,180,87,54,-5,9,67,171,1,12,59
Ridin' Solo,Jason Derulo,dance pop,2010,2020‑12‑19,89,83,44,-4,13,58,216,13,15,58
In My Head,Jason Derulo,dance pop,2010,2020‑12‑19,110,74,76,-4,50,85,199,3,3,58
Misery,Maroon 5,pop,2010,2020‑12‑19,103,81,70,-5,20,71,216,0,4,58
One Step At a Time,Jordin Sparks,dance pop,2007,2020‑12‑19,102,69,77,-5,4,69,205,8,3,58
Kiss Somebody,Morgan Evans,australian country,2017,2020‑12‑19,178,68,49,-7,20,51,212,14,8,58
What Keeps You Up At Night,Dan + Shay,contemporary country,2018,2020‑12‑19,137,53,59,-6,24,53,202,43,3,58
Lights,Ellie Goulding,dance pop,2010,2020‑12‑29,120,73,70,-6,14,72,244,7,3,57
Written in the Stars (feat. Eric Turner),Tinie Tempah,dance pop,2010,2020‑12‑19,91,95,64,-4,18,57,220,6,7,57
Makes Me Wonder,Maroon 5,pop,2007,2020‑12‑19,114,85,80,-2,6,88,211,0,4,57
No Surprise,Daughtry,alternative metal,2016,2020‑12‑19,96,82,51,-4,10,15,271,1,3,57
Tattoo,Jordin Sparks,dance pop,2007,2020‑12‑19,168,77,57,-5,10,55,233,43,4,56
Solo,Iyaz,dance pop,2010,2020‑12‑19,130,73,73,-3,20,68,194,20,3,56
Without You (feat. Usher),David Guetta,dance pop,2011,2020‑12‑19,128,61,61,-4,16,40,208,23,3,56
How Do You Sleep? - Radio Edit Remix,Jesse McCartney,dance pop,2008,2020‑12‑19,106,88,75,-4,9,56,208,34,3,56
What Happens In A Small Town,Brantley Gilbert,contemporary country,2018,2020‑12‑19,138,78,50,-5,14,48,203,0,4,56
Cry Pretty,Carrie Underwood,contemporary country,2018,2020‑12‑19,140,74,37,-3,11,21,247,1,4,56
Harder (with Bebe Rexha),Jax Jones,dance pop,2019,2020‑12‑25,104,83,91,-3,15,75,160,9,7,55
Wake Up Call,Maroon 5,pop,2007,2020‑12‑19,164,95,63,-3,9,97,201,3,6,55
Home,Phillip Phillips,folk-pop,2012,2020‑12‑19,121,83,61,-6,12,32,210,3,3,55
Everytime We Touch,Cascada,bubblegum dance,2006,2020‑12‑19,142,98,63,-5,45,45,196,0,5,55
To Be With You,Mr. Big,album rock,1996,2020‑12‑19,84,41,69,-8,15,48,207,35,4,55
Astronaut,Simple Plan,canadian pop punk,2011,2020‑12‑19,148,88,46,-3,10,54,221,0,4,55
Center Point Road,Thomas Rhett,contemporary country,2019,2020‑12‑19,64,66,24,-6,16,14,217,1,5,55
Lonely,Akon,dance pop,2004,2020‑12‑19,90,53,63,-8,26,62,236,34,3,54
Stupid Love,Dan + Shay,contemporary country,2018,2020‑12‑19,170,55,69,-4,28,73,195,13,4,54
Grave,Thomas Rhett,contemporary country,2017,2020‑12‑19,142,62,55,-6,17,56,194,4,3,54
Your Man,Down With Webster,canadian rock,2009,2020‑12‑19,109,80,70,-5,7,76,169,3,3,53
Perfect,Hedley,canadian pop,2009,2020‑12‑19,153,85,43,-5,10,33,251,10,6,52
Goodbye Summer,Danielle Bradbery,contemporary country,2018,2020‑12‑19,95,66,55,-6,29,70,189,2,3,52
Photograph,Nickelback,alternative metal,2005,2020‑12‑19,146,88,51,-4,9,39,259,0,3,51
Up,Thomas Rhett,contemporary country,2019,2020‑12‑19,90,94,63,-4,32,62,207,3,5,51
Leave (Get Out),Jojo,,2017,2020‑12‑19,87,57,70,-7,8,46,241,17,21,50
Almost,Thomas Rhett,contemporary country,2019,2020‑12‑19,100,74,60,-6,40,51,192,2,2,50
If I Were a Boy,Beyoncé,dance pop,2008,2020‑12‑19,90,52,63,-6,35,43,249,11,3,49
Just A Dream,Nelly,dance pop,2010,2020‑12‑19,180,76,46,-6,12,11,238,4,3,49
Firework,Katy Perry,dance pop,2020,2020‑12‑19,124,87,64,-4,11,65,228,14,5,48
You Belong With Me,Taylor Swift,dance pop,2008,2020‑12‑19,130,76,69,-4,9,45,232,16,4,48
For The Nights I Can't Remember,Hedley,canadian pop,2007,2020‑12‑19,107,79,36,-4,12,38,242,7,4,48
Party In The U.S.A.,Miley Cyrus,dance pop,2019,2020‑12‑19,96,67,66,-6,8,47,204,0,4,48
Sand,Thomas Rhett,contemporary country,2019,2020‑12‑19,90,67,72,-5,6,80,163,37,3,48
Women,Florida Georgia Line,contemporary country,2019,2020‑12‑19,118,59,37,-4,8,45,212,43,4,48
VHS,Thomas Rhett,contemporary country,2019,2020‑12‑19,113,79,71,-5,35,78,196,0,3,48
Things You Do For Love,Thomas Rhett,contemporary country,2019,2020‑12‑19,115,80,55,-6,9,44,207,0,3,48
Evacuate the Dancefloor - Radio Edit,Cascada,bubblegum dance,2009,2020‑12‑19,127,70,75,-6,30,88,210,2,5,47
Rich Girl$,Down With Webster,canadian rock,2009,2020‑12‑19,90,87,63,-5,26,85,221,1,4,47
Bailando - English Version,Enrique Iglesias,dance pop,2014,2020‑12‑19,91,85,72,-4,7,96,243,8,10,47
Dream You Never Had,Thomas Rhett,contemporary country,2019,2020‑12‑19,129,63,47,-6,18,40,202,19,3,47
I Hope You're Happy Now,Lee Brice,contemporary country,2020,2020‑12‑19,118,76,59,-6,14,34,200,14,4,47
Silverado Bench Seat,Granger Smith,contemporary country,2013,2020‑12‑19,126,82,66,-5,33,93,177,8,3,47
Goodbye,Jagged Edge,atl hip hop,2001,2020‑12‑19,130,73,82,-6,5,97,273,13,11,46
Cruise,Florida Georgia Line,contemporary country,2013,2020‑12‑19,148,95,47,-3,8,89,209,2,4,46
Barefoot,Thomas Rhett,contemporary country,2019,2020‑12‑19,100,74,68,-5,32,81,181,5,3,46
Is Anybody Out There?,K'NAAN,reggae fusion,2012,2020‑12‑19,95,87,64,-4,29,42,239,2,18,45
Listen to Your Heart - Edmee's Unplugged Vocal Edit,DHT,eurodance,2005,2020‑12‑19,145,27,56,-9,10,18,271,84,3,45
Satisfaction Guaranteed,Alyssa Reid,canadian pop,2014,2020‑12‑19,102,90,59,-5,37,46,169,7,14,44
Africa,Karl Wolf,canadian pop,2007,2020‑12‑19,93,66,66,-4,7,47,237,6,9,43
Sugar (feat. Wynter),Flo Rida,dance pop,2009,2020‑12‑19,130,87,74,-4,29,20,253,4,3,43
Drift Away,Dobie Gray,motown,2009,2020‑12‑19,76,44,51,-8,11,60,237,28,3,42
U Can Have It All,JRDN,canadian contemporary r&b,2010,2020‑12‑19,75,67,72,-5,32,76,191,1,10,41
California,Eric Ethridge,canadian contemporary country,2018,2020‑12‑19,102,86,55,-2,32,77,196,0,4,41
Alone Again,Alyssa Reid,canadian pop,2011,2020‑12‑19,86,81,49,-5,13,58,229,11,3,40
Tonight (I'm Fuckin' You),Enrique Iglesias,dance pop,2019,2020‑12‑19,126,85,67,-5,10,29,234,2,4,39
Loving You Tonight,Andrew Allen,canadian pop,2014,2020‑12‑19,93,76,73,-4,13,67,182,12,4,39
Heartbreak Coverup,Jesse Labelle,alternative pop rock,2012,2020‑12‑19,154,90,53,-5,34,47,200,27,8,36
E.T.,Katy Perry,dance pop,2020,2020‑12‑19,152,87,62,-5,37,78,231,1,18,35
Like Magic,JRDN,canadian contemporary r&b,2010,2020‑12‑19,147,86,67,-6,29,64,222,22,5,35
Finally Found You,Enrique Iglesias,dance pop,2014,2020‑12‑19,128,88,62,-5,34,63,221,1,9,34
Napkin,Clay Walker,contemporary country,2019,2020‑12‑19,144,74,64,-6,15,64,206,27,4,34
Million Ways,Shawn Hook,canadian pop,2015,2020‑12‑19,113,85,70,-3,32,92,209,1,4,29
About Us,Neverest,canadian pop,2011,2020‑12‑19,85,92,54,-5,21,49,198,2,7,29
I Don't Care,JRDN,canadian contemporary r&b,2010,2020‑12‑19,125,75,64,-6,7,59,223,1,6,23
One Last Night,Jesse Labelle,alternative pop rock,2012,2020‑12‑19,180,79,60,-5,22,58,193,6,11,22
Whatta Night,Ricky J,canadian pop,2011,2020‑12‑19,124,58,73,-7,4,30,221,1,5,21
NYCE 2 Know Ya,K-OS,alternative hip hop,2012,2020‑12‑19,188,78,45,-3,78,58,183,18,14,17
Invincible - Rap Version,Hedley,canadian pop,2011,2020‑12‑19,96,76,61,-5,35,47,224,16,3,11
